3,14,20,2,0,0.498472
3,8,2,0,1,0.497590
3,20,12,2,0,0.368283
3,8,2,0,1,0.293771
3,20,1,2,0,0.290852
3,19,19,0,3,0.189731
3,6,20,0,3,0.189771
2,12,2,3,3,0.172460
3,10,11,0,0,0.168314
3,15,20,0,1,0.144320
2,3,3,0,1,0.131539
2,0,3,0,1,0.116658
3,7,4,0,3,0.130091
3,13,18,0,2,0.106052
0,1,3,0,2,0.101039
3,14,20,0,2,0.094512
2,14,1,0,2,0.104758
3,8,2,0,1,0.117099
3,12,8,0,2,0.097361
0,2,1,0,2,0.109139
3,14,20,0,2,0.091521
2,0,2,3,2,0.096661
3,20,16,0,0,0.094373
3,14,20,0,2,0.103311
3,11,11,0,1,0.101131
0,2,3,0,1,0.074421
2,1,1,0,1,0.067513
2,1,1,0,1,0.073714
3,10,8,0,1,0.074918
2,17,1,0,1,0.058532
3,8,2,0,1,0.069123
2,3,2,3,1,0.069626
3,4,19,0,0,0.072658
0,1,1,0,0,0.060258
3,5,10,3,2,0.066335
2,2,2,3,2,0.063827
3,16,16,0,2,0.053898
2,0,2,3,2,0.058279
2,5,2,0,2,0.058605
2,6,2,0,2,0.050657
0,3,2,0,2,0.063785
3,10,9,1,0,0.048154
2,15,2,1,0,0.049066
3,20,16,1,1,0.058587
3,7,8,2,3,0.057405
3,8,2,1,1,0.051951
3,11,5,3,3,0.051976
2,2,2,1,3,0.051280
3,14,20,1,3,0.054065
2,14,2,1,3,0.051225
2,12,2,1,3,0.051939
3,1,8,1,2,0.046973
0,0,2,1,2,0.044355
3,1,6,2,2,0.046088
2,20,1,0,2,0.048538
2,19,2,3,2,0.054520
2,14,1,0,2,0.045333
2,14,1,0,2,0.050628
3,2,16,2,3,0.041132
3,15,20,0,3,0.042291
3,11,5,2,0,0.040260
2,5,1,0,0,0.041389
3,20,16,0,0,0.046955
3,6,16,0,2,0.036494
0,3,1,0,2,0.036997
3,6,1,2,0,0.035961
2,9,2,2,0,0.034356
2,20,2,2,0,0.041914
2,14,2,2,0,0.042888
3,8,2,1,1,0.039200
3,2,16,2,3,0.034074
3,15,11,1,1,0.036580
2,14,2,2,1,0.033644
3,4,3,0,2,0.032526
2,0,2,0,2,0.037067
3,7,8,0,3,0.031078
3,7,2,0,1,0.031977
3,10,9,0,1,0.030036
3,0,10,0,0,0.048346
2,19,3,1,0,0.031252
0,3,2,0,0,0.026543
2,15,3,1,0,0.025451
2,20,3,1,0,0.033404
2,8,2,3,0,0.034748
2,14,3,1,0,0.034537
2,19,2,2,0,0.027972
3,4,18,1,2,0.030657
3,7,8,1,3,0.025055
3,2,1,2,1,0.025707
3,1,18,1,1,0.041498
2,2,3,1,1,0.027436
3,2,16,2,2,0.026730
3,12,18,1,2,0.024149
2,14,2,2,2,0.027415
0,1,3,1,2,0.025805
2,16,2,3,2,0.021786
3,11,9,0,3,0.022226
3,11,9,3,0,0.021134
3,15,6,3,0,0.026851
3,9,4,0,1,0.029406
2,11,2,3,1,0.026641
3,15,20,0,3,0.026744
2,8,2,3,3,0.026600
3,12,8,0,2,0.027635
2,12,2,3,2,0.021259
3,2,8,2,3,0.030794
2,2,1,0,3,0.028349
2,4,1,0,3,0.021925
