2,20,0,2,4474040,0.616734
3,8,2,0,1,0.581981
3,14,20,2,3,0.356249
3,11,3,0,1,0.259597
3,1,20,2,2,0.223837
2,0,2,1,2,0.211084
3,2,19,2,2,0.160858
3,9,20,1,1,0.142107
2,17,2,1,1,0.121087
2,5,2,1,1,0.116093
3,7,19,1,0,0.113736
3,6,18,1,3,0.107562
2,10,2,1,3,0.102449
3,1,1,1,2,0.096810
3,8,2,1,0,0.089719
3,4,11,1,1,0.092116
2,14,2,1,1,0.076497
2,20,2,1,1,0.081435
2,3,2,1,1,0.075884
3,11,3,1,1,0.075246
3,8,2,2,0,0.100820
2,1,2,1,0,0.074222
2,0,2,1,0,0.072094
2,12,2,1,0,0.069030
3,7,11,1,2,0.071330
3,14,20,1,3,0.132207
2,20,1,0,3,0.070296
2,14,2,1,3,0.082512
3,16,20,0,3,0.062684
2,5,2,1,3,0.059415
3,19,4,0,2,0.060060
2,8,2,1,2,0.058170
3,11,3,1,1,0.054010
2,3,2,1,1,0.061495
2,17,2,1,1,0.053372
3,18,17,1,0,0.048485
0,3,2,1,0,0.044581
2,0,1,0,0,0.058264
2,11,1,2,0,0.043565
3,11,3,0,1,0.050604
2,19,1,0,1,0.050366
2,20,1,0,1,0.055103
3,4,11,1,1,0.055101
2,0,1,0,1,0.046757
2,15,1,0,1,0.039436
0,2,1,0,1,0.039440
0,3,1,2,1,0.037042
2,0,1,1,1,0.038143
2,14,2,2,1,0.051642
2,5,2,1,1,0.043612
3,4,20,2,0,0.050681
3,3,10,1,3,0.036006
2,16,1,1,3,0.033655
3,2,8,1,1,0.042525
3,19,7,2,3,0.045009
3,19,13,1,2,0.037070
3,3,20,1,2,0.035175
2,5,1,1,2,0.037364
2,20,2,0,2,0.043031
2,5,1,1,2,0.037951
2,12,2,0,2,0.041747
3,1,18,1,0,0.032366
3,2,2,1,0,0.031441
3,6,16,1,1,0.029585
3,11,4,1,1,0.029912
2,12,1,1,1,0.033379
3,18,17,2,3,0.033647
2,10,1,1,3,0.028020
2,16,1,1,3,0.027472
3,1,16,1,2,0.032306
3,4,1,1,2,0.023770
3,4,2,1,0,0.034319
2,5,1,1,0,0.028477
2,5,1,1,0,0.031533
2,5,1,1,0,0.027304
2,14,1,1,0,0.029727
2,0,1,1,0,0.031390
3,15,20,1,3,0.030618
2,3,1,1,3,0.027842
3,11,3,1,1,0.030394
2,11,1,1,1,0.027357
2,11,1,1,1,0.029410
2,20,1,1,1,0.031333
2,5,1,1,1,0.029719
2,17,1,1,1,0.031414
2,9,1,1,1,0.024580
3,2,8,1,1,0.025412
2,3,1,1,1,0.022186
3,3,10,1,3,0.028844
3,19,4,1,2,0.022999
2,12,1,1,2,0.025380
2,0,2,0,2,0.030112
2,7,1,1,2,0.022471
3,4,11,1,0,0.020361
2,0,1,1,0,0.021962
2,0,1,1,0,0.023992
2,9,2,0,0,0.027024
2,11,1,1,0,0.026292
3,2,8,1,1,0.022565
2,8,1,1,1,0.026092
2,5,1,1,1,0.023630
3,4,1,1,1,0.023264
3,1,6,1,1,0.019068
3,7,11,1,2,0.023533
2,20,2,0,2,0.025587
3,2,8,1,1,0.024240
3,11,3,1,1,0.025255
2,3,1,1,1,0.025435
2,14,1,1,1,0.025933
2,15,1,1,1,0.024501
2,9,1,1,1,0.023041
