2,20,0,2,4474040,1.291192
3,2,8,0,0,0.595158
2,14,2,2,0,0.342586
3,0,11,1,3,0.265397
2,20,2,1,3,0.297305
2,3,2,1,3,0.290311
3,5,19,1,0,0.220598
3,7,11,1,0,0.159076
3,2,5,1,0,0.166378
2,10,2,1,0,0.158636
3,2,8,1,0,0.146783
3,6,20,2,3,0.156730
2,17,3,1,3,0.130674
2,19,3,1,3,0.128984
2,0,1,2,3,0.136624
3,16,1,1,3,0.113747
0,3,1,2,3,0.114084
3,4,4,1,1,0.106851
0,1,3,1,1,0.099327
3,14,18,1,2,0.111271
2,14,0,2,2,0.107079
3,2,8,1,1,0.090675
3,2,8,1,0,0.103277
3,12,11,1,1,0.125165
2,14,2,1,1,0.106637
0,1,0,2,1,0.103194
3,13,20,1,2,0.095919
2,1,2,1,2,0.094741
2,19,2,1,2,0.090137
3,14,10,1,1,0.092002
2,9,2,1,1,0.089475
0,2,2,1,1,0.083734
2,8,2,1,1,0.078792
2,12,2,1,1,0.073548
3,12,20,1,3,0.074493
3,2,5,1,0,0.093987
3,2,8,2,0,0.097569
3,2,7,1,2,0.081733
3,7,11,1,3,0.071941
0,3,2,1,3,0.070142
2,20,3,3,3,0.068563
2,20,1,0,3,0.086091
2,8,2,1,3,0.086276
2,14,2,2,3,0.071370
2,0,3,1,3,0.065990
2,14,2,2,3,0.057511
0,3,2,2,3,0.060319
0,2,1,0,3,0.050969
3,7,11,1,3,0.058255
3,2,8,3,0,0.059804
3,2,8,3,0,0.061299
2,14,3,1,0,0.061281
3,20,16,3,3,0.071014
2,20,3,1,3,0.064181
3,11,20,3,3,0.063428
3,0,1,1,3,0.058717
3,7,11,3,3,0.049363
0,0,3,1,3,0.049885
3,7,11,3,0,0.054945
0,1,3,3,0,0.046806
0,3,2,0,0,0.047133
3,18,18,3,2,0.046635
3,11,7,3,0,0.044878
3,2,8,3,1,0.046838
3,20,4,3,1,0.058607
2,4,3,1,1,0.063710
3,3,2,3,1,0.046684
2,3,1,3,1,0.047823
3,2,3,2,0,0.044980
3,7,20,3,1,0.053492
2,20,2,2,1,0.048005
3,4,20,2,3,0.054750
0,3,1,3,3,0.039969
0,0,2,2,3,0.042598
0,2,1,1,3,0.039730
0,3,3,3,3,0.039022
3,3,2,0,2,0.041616
2,14,1,1,2,0.050281
3,2,7,0,3,0.045081
3,20,2,0,0,0.043242
3,3,2,0,2,0.048528
3,8,6,0,2,0.040911
3,8,11,0,1,0.041567
0,1,3,0,1,0.039895
3,2,8,1,0,0.038614
3,7,11,3,3,0.049592
3,4,20,1,1,0.040180
3,11,8,1,2,0.037671
3,1,1,1,2,0.043351
3,13,13,1,2,0.039479
3,20,3,1,2,0.032739
3,3,11,1,3,0.040934
3,3,2,1,1,0.036184
2,9,1,1,1,0.039987
2,7,1,1,1,0.032019
0,3,1,1,1,0.037173
3,7,20,2,1,0.030760
3,7,11,1,0,0.034591
3,19,20,2,1,0.038971
2,18,1,2,1,0.030842
3,11,7,3,2,0.036601
3,11,7,2,2,0.037067
2,15,3,1,2,0.032122
3,19,20,2,3,0.029208
2,3,1,2,3,0.028778
2,3,3,1,3,0.037242
3,3,20,2,0,0.037407
2,14,3,1,0,0.035510
2,17,1,2,0,0.039362
3,11,7,1,0,0.035942
2,2,1,2,0,0.029690
3,2,3,1,1,0.033038
3,2,2,2,0,0.032663
3,3,2,2,1,0.030881
3,2,8,2,0,0.031329
2,8,3,1,0,0.029728
3,2,8,2,0,0.036357
3,2,12,1,2,0.032491
2,16,1,2,2,0.031107
0,1,1,2,2,0.028221
2,14,3,1,2,0.028478
2,14,3,1,2,0.035253
2,19,3,1,2,0.036187
3,4,20,2,0,0.033131
2,20,3,1,0,0.035889
3,13,20,1,3,0.030246
3,13,4,1,3,0.031056
0,3,3,1,3,0.025920
3,7,11,1,0,0.024330
3,7,11,1,3,0.025108
3,4,13,1,0,0.029036
3,13,20,1,1,0.027288
0,2,3,1,1,0.024633
2,9,1,0,1,0.024240
3,3,2,3,2,0.024603
3,3,20,2,0,0.028381
3,2,3,1,2,0.033760
3,2,8,2,0,0.028748
2,8,2,3,0,0.023497
3,3,20,2,0,0.023903
3,8,20,2,3,0.026045
2,11,1,2,3,0.023548
2,3,1,2,3,0.023740
3,20,3,2,3,0.027958
2,3,2,2,3,0.031077
2,3,2,1,3,0.026657
2,17,1,2,3,0.026315
2,4,2,3,3,0.027829
3,20,4,2,1,0.027630
2,20,2,3,1,0.029391
2,14,1,2,1,0.020691
3,20,13,2,3,0.025135
2,14,2,3,3,0.024653
3,11,7,3,2,0.022724
2,14,1,2,2,0.027314
3,6,8,2,1,0.020487
3,20,8,2,0,0.023466
2,12,1,2,0,0.021862
3,12,20,2,2,0.022016
0,3,1,2,2,0.018424
3,4,13,1,2,0.017818
2,12,2,2,2,0.025647
2,8,2,1,2,0.025117
2,15,2,2,2,0.027174
2,14,2,1,2,0.025119
2,2,2,2,2,0.025807
2,7,2,1,2,0.019664
3,4,20,2,0,0.021820
2,4,2,1,0,0.023651
2,16,2,2,0,0.025831
3,13,4,3,3,0.022018
3,4,20,2,0,0.019763
3,7,11,1,0,0.020042
3,16,11,1,0,0.018437
3,7,11,2,0,0.024589
2,19,2,3,0,0.021629
3,1,17,2,0,0.029119
3,3,2,3,1,0.021728
2,3,2,2,1,0.022840
2,14,2,1,1,0.017645
2,17,2,2,1,0.018690
2,13,2,1,1,0.020047
3,2,8,2,0,0.019686
3,2,8,1,0,0.023087
3,8,2,1,1,0.032148
2,8,2,2,1,0.027318
2,17,2,2,1,0.023952
3,2,8,1,1,0.022885
3,2,8,2,0,0.023727
3,3,2,1,1,0.020414
2,5,2,2,1,0.018369
2,7,2,2,1,0.019107
3,20,7,2,3,0.028122
2,7,1,3,3,0.017956
3,2,8,2,0,0.018786
2,20,2,3,0,0.020968
2,0,2,2,0,0.021893
3,1,0,3,3,0.016851
3,8,20,3,3,0.017763
2,20,1,0,3,0.020674
3,7,20,2,1,0.019705
2,1,2,3,1,0.018878
2,16,2,2,1,0.020721
2,11,2,3,1,0.019595
2,14,2,2,1,0.020667
3,4,20,3,1,0.018023
3,18,18,3,0,0.015727
2,18,1,3,0,0.018682
2,8,2,3,0,0.018921
2,15,2,2,0,0.020008
2,14,2,3,0,0.018899
2,16,2,2,0,0.019204
0,3,1,3,0,0.015861
2,15,3,1,0,0.014679
3,11,7,1,2,0.016150
2,17,2,3,2,0.015893
3,3,2,1,1,0.015184
2,17,3,1,1,0.020598
2,20,2,3,1,0.017662
3,12,20,1,3,0.019345
2,12,2,3,3,0.017807
0,1,3,1,3,0.017542
0,3,2,2,3,0.014243
2,20,2,3,3,0.019187
3,12,20,0,2,0.019086
2,14,2,0,2,0.013863
2,14,1,0,2,0.014610
0,3,2,0,2,0.014337
3,3,20,0,2,0.013265
3,3,11,0,3,0.016098
2,11,1,0,3,0.014564
2,2,1,0,3,0.016729
3,6,8,3,0,0.015462
3,4,13,0,3,0.015894
2,13,1,0,3,0.015144
2,1,1,0,3,0.017104
2,20,2,1,3,0.015397
3,12,20,0,2,0.018238
2,12,1,0,2,0.017074
2,15,1,0,2,0.019030
2,20,2,3,2,0.017704
2,10,1,0,2,0.017411
2,14,2,1,2,0.016033
3,4,20,0,0,0.017083
3,1,1,0,2,0.016284
2,4,2,1,2,0.018372
3,2,8,0,0,0.015742
3,2,8,0,0,0.015820
3,2,8,0,0,0.016398
2,1,1,0,0,0.015075
3,8,1,0,0,0.018714
3,7,11,0,0,0.014536
2,10,1,0,0,0.013835
2,9,1,0,0,0.014384
0,2,1,0,0,0.013614
2,7,2,1,0,0.013763
2,11,1,0,0,0.016667
3,20,13,1,3,0.014506
3,8,1,0,0,0.016864
2,1,2,1,0,0.014516
3,2,8,0,0,0.018008
3,11,8,1,3,0.020521
2,16,1,0,3,0.019030
